ITEM: TIMESTEP
100000
ITEM: NUMBER OF ATOMS
15812
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
ITEM: ATOMS id vx vy vz
5231 -3.29219 -2.04079 -2.25586
7217 -1.49911 2.24117 0.256125
4312 -1.74811 0.211479 -0.761156
5864 2.27919 3.9158 -1.18012
319 2.35225 -1.35568 -0.012943
1651 -2.45217 2.02683 2.13526
7499 -0.316678 0.614907 -1.86182
11604 -1.15478 1.31004 1.97996
441 -0.463183 1.13355 0.951329
6577 -0.0664338 2.04059 -1.03181
3217 -0.726986 -3.15245 2.23298
13644 -0.404568 -2.25037 0.958565
8780 1.18059 -0.18674 -0.430188
7511 2.85809 2.17072 0.375944
2559 0.514159 0.898681 0.619129
2027 -2.11374 3.38725 -0.881853
6237 2.04181 -2.57499 0.0491152
4702 0.318525 -1.63875 -3.53673
13714 0.498237 -1.53521 0.252733
13264 -0.093992 0.694388 -2.42227
9184 -1.89738 -0.558959 0.379278
9879 -1.69858 0.580239 0.784798
13081 2.66302 1.47515 1.2892
13603 0.494798 0.679962 1.22182
5055 5.3639 -1.8076 0.347906
12752 -2.72553 0.596222 2.20073
8765 2.26183 2.54356 -1.3236
11430 0.470459 0.623461 -2.45155
15551 -2.08334 1.60254 -2.60705
9747 0.927519 3.18525 -0.432013
10078 -3.56878 -2.60776 -0.0718167
9719 0.805035 -1.70521 1.51223
15602 0.614806 -2.33327 -0.521113
6452 1.95068 2.77086 -1.59865
5753 3.47336 -0.630129 3.70981
14183 3.94539 2.64481 -0.45907
5154 -1.40075 1.89891 0.636487
2236 -2.35651 2.54323 0.25662
8721 -2.06202 -2.65582 1.22683
4202 -0.180842 -1.67845 -0.766201
2469 -1.45164 -1.56678 0.0655599
10223 -0.460971 0.0751076 -1.32142
3811 -0.961345 3.07034 -0.217753
5869 1.1337 -2.37881 -0.163076
763 4.10603 -0.090931 -2.46289
8142 -0.0122466 -3.76284 -0.412169
8320 -0.89764 1.93544 -2.66417
14767 -0.231497 1.49104 2.69635
9940 -0.753513 2.12655 -1.6441
12860 -2.06339 -1.75333 -4.20738
7673 -1.48204 -2.39454 1.38899
8558 -0.909703 -4.25796 -0.80077
8389 -4.73359 -0.516611 -1.98817
3201 1.11514 1.63196 -1.58584
912 -1.23772 -0.569036 -1.78995
6072 0.890551 -0.38264 0.127873
9805 2.18211 1.53985 -1.57579
8065 0.43524 -1.45763 -1.49
4674 -2.68506 0.84004 1.75849
10622 2.05622 -2.93551 -2.98106
2057 -3.28764 0.0707534 -1.59132
12718 -1.01541 0.225457 2.11364
5611 0.791318 4.22697 -1.23443
8641 2.98817 -1.22213 -1.73392
6744 0.844568 -3.06541 0.026553
2961 -2.18402 0.484428 -1.66363
7613 -0.196098 0.987685 2.99493
9196 3.01016 1.00122 -2.6029
3350 1.2072 -2.66257 2.50685
782 -1.1277 -0.380546 1.4447
4901 1.17689 -1.32685 0.020441
12226 -2.58812 0.58661 -1.05536
11461 -1.04615 -2.04442 -1.3512
5212 -0.737499 -0.74591 1.12293
11553 3.69782 -3.39456 -2.2523
2496 1.41594 -0.0190789 3.0018
5563 2.9181 0.293979 3.39567
14381 -0.299685 0.0195486 -0.893493
10289 0.573355 -2.23938 3.14907
1281 -2.29973 3.51996 -1.4479
7656 -0.625104 3.53275 -0.452991
1131 1.3391 0.872452 -2.7243
1222 1.36582 -2.82368 -3.76021
2497 -1.23168 -0.876308 -0.968217
2297 -0.650921 2.49502 0.286693
7068 1.64683 -0.622168 -0.346571
938 -0.549385 -1.62125 -2.76631
7642 0.195463 0.0263366 2.45678
172 2.04501 0.0493929 2.54262
10467 1.23735 -3.03883 0.523747
6084 0.0223796 0.15893 0.156339
8882 -3.25966 -3.03644 -1.51865
13203 2.0339 1.34662 1.47248
2695 -3.13054 2.71425 1.17746
14858 1.91188 -1.90115 -0.588655
5780 0.900679 -2.80302 -3.13034
5641 2.39574 2.67576 -2.22268
275 -4.23836 0.816177 -0.612522
15790 -0.75814 2.02263 -0.637656
7095 -4.37868 0.0644289 0.431408
3011 -1.5554 0.671558 -0.742698
7955 0.642677 1.35251 -2.32243
11670 -1.62183 -0.774438 1.73537
11275 -0.153649 -0.373102 0.0978053
5834 2.12844 1.67688 -1.34612
12496 -1.49985 1.32661 -0.615364
14572 1.78249 0.787998 4.17862
7500 -1.69626 2.26327 -0.343555
11985 3.4575 -1.90301 -2.7396
11531 -0.228412 -1.17168 2.20702
13820 -2.43961 1.08316 -3.26996
14729 1.52042 1.9305 -2.38403
9137 -1.12819 2.11563 0.120825
7035 -0.0357833 0.609719 -0.636715
838 2.09837 1.01866 2.00053
8588 -0.469169 -0.199584 3.0441
2063 -0.386711 -1.12628 1.03
5101 -0.812627 0.409835 -2.36463
9609 0.773317 -0.540295 3.34263
14500 -0.454048 1.02866 -2.72261
1923 -0.9256 -0.492361 2.49381
13347 -1.0333 -0.726559 -1.0525
11021 -0.212023 -1.85333 0.0811674
4124 -3.23658 2.0679 1.55653
6571 -0.211349 -0.112736 -0.998229
3491 0.250047 0.469791 1.41749
15392 0.529381 -1.30225 -1.27422
13392 1.02963 0.527239 1.80507
4017 0.323818 -0.585764 2.66006
6801 -1.39879 0.403126 -1.20706
264 -3.93973 -2.23067 -0.603621
11160 0.926788 -3.35233 -0.0948037
11547 2.22829 -2.166 -0.15861
5997 0.189942 2.08225 1.03154
1737 -1.13838 0.546856 0.10417
8537 -0.390232 1.80343 2.08295
4981 2.47321 1.74928 2.36459
13770 -2.26763 -2.95797 -0.907501
14090 -0.0304441 1.29218 1.56635
4315 1.88029 4.06289 2.12857
14260 -3.26785 1.67415 -1.20772
14315 -2.74321 -0.292788 0.210634
734 3.91924 -0.238672 -0.779581
8186 -2.14198 -1.42193 -0.189688
10857 -0.0186472 -0.450809 2.16571
12136 -1.67676 -0.508616 0.416549
14222 -0.741762 0.132037 0.811612
11939 0.65932 1.16076 -2.04041
3832 -0.105979 0.843107 -1.78371
8327 -1.81445 0.107266 0.300958
4097 -0.958232 1.6504 1.06334
12636 -2.18445 -1.94495 -1.87505
13582 -0.0972061 -1.23305 -1.37365
9049 -0.583396 -0.153459 -2.37736
14097 -1.21437 2.55515 1.20891
5278 1.20697 -1.25801 -1.0619
12930 -2.17058 -1.13294 0.984376
15145 -2.08299 -0.198497 2.49916
6050 -1.28877 2.16051 -0.0236509
7381 0.221645 0.990064 -0.899515
10679 0.162391 -2.6269 1.10123
4717 -2.3785 -0.395624 0.459978
4232 1.78837 -0.719512 2.27833
11249 -1.22061 -1.31701 -0.873779
6569 -3.79597 0.714469 -1.65973
2279 -0.673653 -1.68238 1.55366
10784 2.72841 -1.00799 1.34343
9992 -0.395071 1.85754 -0.343992
2916 1.43269 3.60821 0.867633
1750 -0.619075 -1.62564 -2.97755
285 1.79201 1.04578 -0.301137
11232 0.109755 -3.78334 0.867307
2896 -0.831065 0.360233 -3.77419
373 0.709818 3.04422 0.869698
1928 2.55802 2.44971 1.49409
7954 2.13959 -3.56661 0.669634
8257 0.102056 2.22207 -1.96042
7404 -0.277465 2.79692 0.57295
13494 3.49222 -1.15598 -0.24273
2102 0.465199 0.567135 0.839586
14004 1.19596 1.75233 -1.32334
4173 0.117345 0.661513 0.0501009
5621 -0.555015 0.661519 0.0387132
3277 -3.85612 -1.77151 -2.75688
9704 0.921891 -1.90882 -2.21079
10217 -2.17149 0.199649 -1.60313
2845 1.34889 -0.547108 1.97068
3492 0.391526 2.1454 2.11228
13869 -1.63199 -0.90898 -0.396905
1668 -1.20809 2.898 0.802757
3105 -0.25304 -2.30768 -0.0901741
8360 2.64096 -0.51553 -1.49025
1876 -0.980692 -0.831219 2.2736
13173 0.188637 -1.48803 4.04311
5420 1.36033 -2.40272 -0.555295
12532 -2.06548 -1.38295 1.20644
5960 -1.70724 -1.71195 -0.656592
3269 -0.107026 0.935805 3.00312
2363 -2.51885 -1.68299 -3.40452
6323 -1.53268 2.28138 0.0611544
7523 1.17658 -0.00996854 -1.23708
11041 2.18166 2.83322 0.940801
3043 0.800498 3.80296 0.507335
2535 -0.984465 0.605071 0.640259
6719 -0.339505 -2.51069 0.812806
4156 0.585994 0.440689 -0.307338
8877 0.156738 1.0213 0.87974
6866 1.39709 -1.27571 0.970495
7573 -1.26988 1.07061 2.2179
13577 1.14811 -0.319584 0.406975
3857 0.542737 -1.44397 -0.925949
7040 2.70173 -1.2677 0.932746
15102 0.959112 -0.799518 -0.613775
10159 1.41347 -1.23687 -4.25403
10198 0.564626 -1.12878 -0.783418
12204 -0.417501 0.414573 -0.963805
8001 -2.93507 -0.893064 -0.191087
3205 2.85008 -1.26331 0.295134
14189 1.40343 0.693072 1.25842
15512 -2.17431 -2.56044 -0.284719
14545 -3.4899 -1.38876 -2.43509
2096 -2.94575 -2.22295 0.770072
1732 0.761571 1.09557 2.03233
3771 1.25133 -1.79716 -0.149852
12369 0.482697 0.0388483 0.511779
4882 -0.169499 -2.24214 -0.37845
3532 -2.27143 -2.72122 -1.41069
14372 4.47284 -0.780875 0.338958
1710 1.16081 1.55681 0.426313
8094 3.42226 -0.151701 -3.55108
1229 -0.874488 1.05954 1.42974
7649 0.796335 -1.11583 0.454273
9865 1.94708 3.85146 1.1248
8288 0.297518 -2.34187 1.94592
11890 -2.87528 0.481937 0.448483
12802 -0.19226 1.43373 -1.82665
7860 3.45957 -1.79963 -0.253631
15366 -0.168616 1.9173 -3.66134
12195 -1.1306 0.123253 -1.08213
8096 -1.64503 0.118367 -0.386778
8377 -0.591027 -2.02037 -3.95946
15807 -4.4826 -0.229431 -0.658954
10647 0.828833 0.596252 -4.27987
14528 1.418 1.60108 -3.29008
7790 -1.22251 -2.15063 -0.872147
15371 -4.03073 -2.01512 2.12058
13469 3.47695 1.5315 -0.0876872
2584 -0.792309 -2.30696 -0.445729
6106 0.01388 -0.300483 0.233463
454 0.365125 1.52146 0.155198
6040 -0.657646 4.679 -1.18352
6314 1.29799 -2.18997 1.78987
897 -1.79787 -1.92476 1.81545
8565 -1.16448 -0.909786 -0.0275561
2596 0.668053 -0.590223 -0.826594
2058 0.26509 -2.91876 2.45648
8717 0.573583 -2.3606 0.569835
10301 -1.62171 -2.60554 -1.94951
4651 -0.255779 -2.19611 2.071
452 -2.6613 -0.686057 -0.403353
3817 3.43822 -3.78272 -1.64105
7936 -1.57067 -0.221513 -0.926873
1528 3.73484 -0.488042 0.620788
6339 -1.18754 1.15981 -1.43422
192 -0.630763 2.09593 3.22228
7894 2.26623 0.334803 -1.285
2932 0.697392 -1.60665 -0.288057
14044 2.37042 1.65054 -0.0195104
3564 -0.0447453 -1.53883 1.41128
13387 0.636762 1.66782 1.58806
5016 1.65267 1.25029 -1.49772
8448 -1.28073 -1.97075 1.89211
5903 1.45285 -0.215566 -2.36874
11384 -0.172791 2.96972 -0.962999
3479 1.86994 -1.89815 -0.481961
3744 -0.341448 1.98923 -1.69166
14332 -1.33019 -3.27691 1.45244
10176 -1.381 1.02551 0.858197
8162 0.366678 -0.18747 1.28732
6457 1.59758 -1.24653 -2.68889
58 -1.97295 2.28345 2.9334
14657 -0.963771 -4.35939 1.58017
15218 1.14699 -1.27201 -0.520057
744 -0.439624 -1.63366 0.125229
11956 -1.98953 -2.53254 -2.1569
1858 0.193143 -0.682505 -1.18443
5865 1.08445 3.75063 0.807451
7379 1.99811 0.0536859 -1.63413
9939 0.400498 -3.13012 -0.913635
4022 -0.994267 1.45806 2.9381
1080 0.671907 2.70834 -0.397142
3722 1.03272 3.6047 -1.52921
3861 -1.39292 -2.4055 0.0998821
7800 1.3912 0.124486 -2.9301
2527 -1.40689 1.34709 -1.48632
865 1.32279 2.14898 -1.13881
2374 -3.6095 -3.12503 -0.780772
11354 2.00404 2.16216 2.05555
4719 0.11823 -0.687268 2.09791
2426 2.37753 1.81919 0.410658
15752 -0.396086 0.536102 0.374848
3066 -0.492806 -0.298518 0.916512
5887 0.155995 -2.2902 1.08211
583 -0.467201 0.333392 1.95911
8211 -2.68834 -1.04376 -2.12663
3516 -2.05234 -1.41085 2.90886
7891 1.15157 -0.0334989 -0.0387554
15599 -0.0279182 0.0660034 -2.06177
11660 1.27598 -0.19498 0.355459
8910 -0.412365 0.930166 -0.198561
14289 -1.84798 -1.46023 1.00535
6111 2.44617 -0.183384 -3.30402
3665 0.790014 -0.7993 -1.2451
8965 -0.422741 0.164399 -1.31336
9956 -0.725867 1.26126 4.99171
1074 -0.191272 -0.305489 0.111043
11451 1.33252 1.32566 0.244781
11155 -1.48281 0.551686 1.90021
9958 -1.90545 0.843911 3.50989
12692 -0.424914 1.72297 1.4439
3511 0.467774 -3.17988 0.568612
9525 -2.02504 2.65228 -1.62548
4250 1.19451 0.743245 2.07439
6197 -1.5788 1.72978 -2.28767
9177 0.0602738 1.00851 -0.190543
2835 0.732834 0.154376 1.23025
6201 1.26318 -0.17617 -0.239072
10379 -1.49634 3.35302 -2.5976
12997 1.75987 0.28877 -0.351853
9625 0.724823 0.561644 -1.09147
3892 0.85442 0.659996 -0.915058
12438 -1.70273 -2.55568 -0.496246
11170 0.744679 1.92442 -1.12737
24 -4.26196 0.824999 0.395704
1844 0.253895 -0.133623 -1.03515
2176 -0.673668 1.34542 -1.9157
1006 -0.0970352 -0.386038 1.27282
1949 0.874367 1.05545 0.267141
9698 2.72041 -1.74145 2.64104
15204 -0.642633 -2.464 1.37016
11936 3.59818 1.80391 -0.49581
10287 0.645681 -2.44083 1.27068
11673 -1.63607 0.353514 -1.04534
6358 0.0551882 -0.263174 0.244174
2887 -2.24447 0.786759 0.959368
485 -3.55896 1.34062 -2.27659
560 -3.88192 -0.878733 -0.190714
6440 3.7961 -1.38884 3.60504
629 -0.791408 1.69166 1.373
6529 -2.92774 1.12362 3.1115
13904 0.837852 1.94683 1.66356
10874 -1.87898 0.452267 2.58515
11575 -2.34336 1.98419 1.76756
10835 2.99914 -2.39849 3.90003
1466 2.18818 3.27837 4.45641
1336 2.42733 -3.34636 -2.07142
7167 1.72957 -0.990144 1.21235
11546 2.71712 1.15865 -0.494864
4362 0.762215 -0.0178949 -2.24773
7664 -0.512259 2.46278 -3.89894
13811 -0.0954997 3.3254 -1.20643
11077 -2.7156 1.55686 3.12748
2731 -0.109597 2.4751 1.36032
3177 0.496695 1.02535 0.312166
10193 -0.682062 1.34125 2.54071
369 2.86853 -0.140478 0.0523309
6305 1.30658 -1.8504 3.34389
11219 0.862434 -0.826924 2.10191
12925 -0.11049 -2.68447 -1.38599
9899 1.36227 0.652493 0.153688
1611 -0.15734 -1.92712 -1.28026
7927 0.34663 -1.90631 -1.13513
9342 -0.355635 -1.88302 2.19916
5197 0.999414 1.10372 -0.923916
7543 2.51214 0.585105 -1.70092
3894 -2.0372 -0.884021 -1.2846
5513 1.39309 2.89189 -1.63987
9144 1.06777 2.00545 0.267026
6565 -0.527127 -1.06617 1.42922
4487 0.112139 -3.68607 0.102786
6187 0.382309 3.18945 1.48777
3876 1.50686 -1.69319 2.77915
1483 -1.72088 -2.6161 -1.17347
10068 1.38945 1.3604 -2.09986
6039 -1.56494 -0.730295 -2.99706
4107 -0.21268 -0.291363 -1.8034
7994 0.0164608 -0.783884 2.02198
4659 -1.55777 -1.55565 0.417642
15253 1.93505 -0.124502 2.14431
885 -0.71023 2.6484 -0.0480344
4205 0.492164 -0.273007 1.26214
5519 -1.25545 -2.15901 -2.28032
3566 -0.813516 0.270842 2.4392
8369 1.1361 0.349025 -0.63392
12867 1.88197 0.536039 -0.540995
11150 0.30839 1.26372 0.167425
13808 0.871964 -0.325058 0.983547
367 -0.604062 -1.63697 -0.205837
157 -1.27487 -3.45202 2.35495
15758 2.46107 1.40637 -0.152285
12741 2.18241 1.08688 0.506589
4113 4.29706 1.48973 0.549525
6389 -0.23059 -2.04069 -0.325039
4793 2.30876 0.970139 -1.02882
15257 1.47317 -4.21906 -1.50847
2110 -0.136685 1.70509 0.297453
3422 2.92977 -0.750398 0.884
562 -0.259181 0.403131 -3.73126
11025 1.79792 0.046828 1.38454
11402 0.241594 -1.48339 -0.54391
4848 2.21238 -0.0723132 0.87648
7439 -0.73151 -1.34142 -0.251484
7088 0.277179 -1.41581 -3.53282
1908 2.19053 -0.347066 -1.53381
628 -1.69982 1.01811 1.58635
14961 -1.0003 -0.67487 -2.2451
13467 -1.74566 0.246829 -1.62827
9131 1.13903 -3.09693 -2.40909
13652 2.34613 -1.66801 -0.229156
5304 1.32841 2.16776 -2.81131
4370 0.706965 3.96335 -0.306483
1366 2.3752 -3.36082 -2.79814
6240 0.735589 -3.9507 -0.686228
13034 0.499923 -0.827486 1.18762
9091 -4.01413 2.11493 3.58699
6811 -1.42547 -0.916603 -0.553625
5889 0.649728 1.04531 -2.96189
10886 -2.7205 0.0659657 3.02048
11514 0.366298 -3.86671 3.02584
10888 -3.67707 1.97858 0.378648
10049 2.52743 -0.937186 -1.57677
14495 -0.144805 2.06629 -2.17931
1338 1.81854 3.63129 2.19812
13433 3.1871 0.784882 2.68594
294 1.71432 1.99822 2.9653
6144 0.128341 0.00374254 0.226367
2223 0.00289749 -0.331131 1.03958
6436 0.0550122 0.333513 -0.189541
15762 -1.64034 -3.67883 1.24394
14797 -2.63033 -0.94084 0.625645
11676 2.77454 0.15717 2.62522
12270 -3.29335 -4.30982 0.90589
8228 -0.577312 -2.25688 -2.7921
13567 -0.549423 -1.05975 0.485485
9976 -1.61947 0.468805 2.91749
2643 -2.30758 -0.448486 -3.53658
8002 -0.457317 -0.852476 3.14917
2977 1.6088 1.86798 -1.06255
5536 0.792057 -2.40411 1.53313
14976 1.00413 -0.146085 -3.40034
1752 -0.824749 -2.12431 -2.92584
10035 -0.893846 -2.17857 -2.93983
5039 -1.01365 -1.86496 -0.96137
6764 0.363846 -1.17942 0.897073
14425 0.403944 -2.19178 1.37727
4584 1.19722 -1.48361 2.62302
12954 -0.601677 -1.89246 0.314405
5415 0.945775 1.26431 3.37311
5155 -0.328868 0.686293 -1.73514
5397 1.87551 -1.2494 0.129095
4801 0.931293 -1.2442 2.79794
10386 4.18172 -0.0675886 -1.55275
9286 0.734098 -1.55181 0.531134
5238 0.711126 -0.782396 2.03565
5410 -2.16377 0.214599 -2.98592
1496 0.887159 -0.813181 -3.35556
15052 0.202123 -0.521203 -2.46065
14915 1.72644 -0.0163457 0.932161
5551 -1.73327 -0.0649018 2.75551
508 0.105987 -0.531233 -1.37245
1657 2.43538 2.02137 -2.55166
11688 -1.69129 2.34957 2.43216
9574 -0.146384 -0.242232 -1.71026
10213 1.15284 -0.103401 -0.849534
15391 0.695132 -0.16887 3.68712
1547 0.180352 3.19451 0.524461
4501 1.24802 1.05189 3.09771
11304 0.781898 -2.15401 -3.33843
7912 3.66154 3.21567 1.10373
13576 -1.82355 -1.81865 -0.237292
13283 1.06751 0.858897 -3.07099
13993 -3.29457 0.43388 1.02965
8217 -1.12914 2.84013 0.382832
12319 1.07813 2.44298 -1.51715
928 -3.02979 -1.14607 -0.0950462
15803 -0.775907 -1.11179 -0.321609
541 -0.820657 -0.277315 1.15007
12905 1.15491 0.734462 -1.87874
8193 0.431797 -2.71548 2.15667
3410 0.641965 -1.41865 -2.01391
12327 -2.07961 -1.25101 -0.902248
14877 -2.57726 0.0506012 -2.72256
6606 -0.190395 1.11779 -2.29588
10404 3.02577 1.22158 -3.16196
7921 0.211847 1.98075 3.4226
2458 2.65766 3.20848 -2.20122
7721 -1.25452 0.781588 0.0585308
14854 -0.251037 1.78851 1.26795
10543 0.187407 -0.448051 -1.24246
6861 -0.145398 3.36354 1.59803
4712 1.10998 -0.803934 -0.174157
6736 -1.64636 -2.2541 0.227247
14650 -2.25574 -1.74572 -5.06041
289 1.77335 -1.11338 2.14589
7906 0.163127 -3.40933 -8.50828e-05
1003 -0.0236784 -0.326229 -0.112346
14715 -0.753214 -1.79104 1.64523
6384 1.48242 2.07397 -0.242471
2528 -2.46318 -0.257136 0.76208
4302 -0.00114331 1.25327 -1.94813
4916 1.34847 1.87148 2.05259
6962 4.21568 -2.45305 -1.16914
3987 -1.03516 2.34804 2.66419
15495 0.740363 -2.2737 3.42838
5042 0.830599 1.13944 1.31285
11437 -1.62255 2.84663 -2.19815
1656 0.335161 -2.13245 1.55417
3131 -1.08172 1.92593 -1.37774
2641 -2.10003 -3.97062 0.481924
1947 1.70946 -0.0947393 -0.25968
2888 3.22508 0.607071 2.07232
2906 -0.812165 -0.890189 0.119628
13434 0.403692 -0.889349 -0.767727
14542 0.520334 -0.914596 4.50749
4216 -1.01682 0.390117 -0.20997
10215 -0.00520382 -0.619678 1.05847
9302 1.73078 -0.631422 0.674129
1665 2.91772 1.79331 -1.13425
2461 0.759306 -2.16636 -1.8943
15514 -0.3637 -0.508164 -0.808192
14838 -4.694 1.93857 -0.434804
2258 1.74981 -0.733776 1.90571
14626 -0.614256 -1.11664 0.139187
11821 -2.00363 1.91824 1.87026
13286 3.32473 -0.305799 -1.93585
13853 -0.241089 -3.31353 -1.21645
9291 -1.05263 0.699953 -1.26225
1417 0.0864992 0.363293 2.71309
8319 3.35262 -0.383444 0.465745
6199 -1.23038 -1.75848 3.13762
2639 0.436198 -0.404986 -2.74854
3164 -2.54176 2.18846 0.514067
7985 0.197771 -3.62498 -0.984003
4264 -0.661984 0.324701 3.53799
7259 0.331936 2.56382 -0.666496
13612 2.78943 -0.378363 -2.16478
6062 -0.328017 2.94501 -1.9756
576 0.181942 -1.25694 -0.691607
10436 -0.525504 -2.34412 1.63636
6260 -1.52117 -1.30819 -0.376691
10917 1.45967 0.626339 -3.41271
5106 2.5098 -0.431344 -1.09445
3134 -1.10973 0.10968 -1.31223
14960 1.73493 -2.01722 -0.426377
673 2.59986 1.9515 2.85923
5218 -2.68741 -0.037528 2.60862
5797 3.52613 1.30115 -3.21052
10625 0.870505 -2.84805 1.21347
8374 0.588427 2.69948 -1.57787
8609 -1.5292 0.161685 0.565869
11854 2.79696 1.53288 0.756492
1086 -1.28649 2.55452 1.21546
14421 1.10028 -0.790895 2.04735
12702 1.87013 -0.0526227 -3.62184
2165 1.80889 -1.26471 1.38877
11559 -0.621192 0.116856 -0.388904
5512 0.282897 1.9624 -2.97897
4872 -1.30809 2.69067 -1.11065
15035 -1.16541 2.58875 -0.583228
7341 4.16573 -1.67412 -0.360287
13706 -3.96672 -1.21914 -1.18078
8779 0.551814 3.72221 0.383996
12984 -0.1641 1.84361 2.02513
6446 1.34955 1.82198 -1.7893
2495 -0.0737921 -2.29705 1.61776
5364 2.4492 -2.44649 1.50009
350 -0.205022 2.36372 -0.825586
9060 2.48539 -0.783141 0.778453
12637 -1.19522 1.4551 -0.371078
9531 1.68204 -2.13776 1.75131
5928 -1.03983 -1.30879 0.55264
15331 -1.46844 -2.56991 1.52777
5888 1.95465 -0.486596 0.396791
2383 -0.300497 -0.393977 2.65975
11718 0.320167 -0.0211171 0.335466
1107 0.994781 -2.80141 -1.59297
1428 1.83573 0.013308 0.58
8131 -2.15018 0.887448 -0.939146
2808 3.72636 1.61028 0.549752
12564 1.331 -1.90976 -1.33009
4272 0.252126 -0.281228 0.273284
5152 -2.15257 2.1026 0.684528
31 -0.47939 -2.39938 -0.311352
2904 -0.217667 1.06316 0.785112
695 -0.0233889 -1.8946 -3.15971
13722 -1.84654 0.340643 2.29689
9564 2.21297 1.96156 2.23784
11394 -1.56442 -0.12591 1.02231
8909 1.89205 2.49754 0.937654
6317 -0.739772 -3.91278 0.351035
15196 2.59831 0.0544594 -0.819202
11955 0.64212 -2.37544 0.342642
774 -1.056 -0.708415 3.52624
6782 0.77725 2.07177 1.62661
7751 1.1802 1.376 0.193709
4759 -1.17348 0.185643 1.25853
3616 -4.25275 -0.710162 -2.13436
6925 -1.9206 1.43163 2.26781
14750 -1.15849 1.11308 -1.62721
9619 -2.58157 1.60323 0.157186
8832 -0.67296 0.883292 -0.96242
3530 -2.45964 -0.983003 1.31812
11920 -1.93682 -0.123581 -0.1062
13139 -2.62572 -0.0469813 1.14271
2385 -1.59676 2.20782 0.20249
10735 3.3341 0.908902 -1.02578
4817 0.431214 1.79766 1.52355
665 -2.42378 -0.783631 1.30287
9989 -0.431295 -0.643385 2.32673
6953 1.28988 -1.3254 -0.314235
13839 2.76641 1.01746 0.349941
6718 -0.96292 0.709928 0.807506
11788 -1.42342 2.9525 2.59496
5318 0.967232 -0.0491585 2.74303
1537 3.40767 -0.819298 0.356699
6934 -0.0631117 -1.4097 2.77818
6607 0.791087 0.73228 3.32175
4575 -1.63113 -1.51907 -1.18754
13276 -0.209903 -2.75029 -1.11906
1950 1.32814 -1.3515 3.08163
6867 -0.37757 4.40559 -3.2209
688 2.73995 0.327861 1.33634
6439 -1.40243 1.65894 1.87274
10845 1.39189 0.509721 -1.77271
15665 -0.400707 -1.97238 0.982216
9506 0.491174 0.1844 -1.03235
3461 0.498347 -2.95483 -2.77358
8741 -1.9372 0.598736 -0.387532
14198 -1.16234 -0.523 -0.966258
7839 -3.76669 1.49338 2.27653
7883 1.28211 1.59017 -0.262855
11386 2.45429 -1.18493 -0.138187
10493 -2.80654 1.36965 -0.217384
682 -2.19543 0.211705 -0.270283
11665 0.0135544 -2.75752 -0.886076
10776 2.4362 -1.40624 2.10906
14820 0.143897 -2.3314 1.05682
4703 -3.92321 2.16974 0.915709
12906 2.03708 0.940684 0.391858
5241 2.28568 1.09697 -0.862263
13388 2.28505 0.892386 0.895295
14419 -0.989766 -0.804275 -1.4271
13232 1.97757 1.63334 -4.54101
9617 -2.14397 1.17173 0.764861
2366 0.199547 1.66885 -1.57785
13856 -2.32816 -1.20315 3.6463
3257 -0.650615 0.741119 3.78206
11592 -0.23746 -2.72198 -1.98401
8752 -0.505952 -1.76736 -0.886757
13536 2.00202 0.0477812 3.1371
4937 -0.349149 0.675993 -0.498717
14345 1.70116 -2.5236 -0.231222
14115 0.599662 1.37727 -3.21246
8904 2.28293 2.18326 -1.95657
14868 1.39629 -1.80477 -0.787063
6124 -1.71987 3.44449 0.544968
12169 0.177371 -0.450882 -0.444977
3471 -0.0920357 0.473993 -0.0580396
6392 2.54841 3.53685 1.20409
393 2.31982 0.827779 -0.443432
14234 -2.14638 1.14442 0.264243
13169 0.406734 -2.76754 3.77876
3662 -1.85889 -0.929859 2.90252
1964 1.94787 -0.383504 -0.73624
10312 -0.626506 -1.1695 -0.169568
2837 0.806055 -1.03252 1.95949
11243 -3.63934 -0.0975385 0.554092
15119 0.978332 -0.118744 -0.745754
1877 -2.83618 -2.76742 0.950242
972 1.65029 -0.657197 2.17291
12011 -3.17892 1.39851 -0.424512
12677 -2.93677 -2.80962 1.90313
888 0.370742 1.44752 2.60926
8969 -1.2609 0.885004 1.16031
6448 1.12756 -0.0556528 0.543055
11618 0.026148 3.36874 0.167612
1403 0.488515 1.42746 -0.256376
5768 -0.124788 0.409471 0.770284
9714 0.0533034 -0.507952 -0.548964
5798 -1.57684 0.533589 0.561878
3186 0.9362 0.579936 -2.69517
13996 -0.457844 0.946218 -0.0498197
12365 -0.376034 -2.15008 -2.00853
2129 3.40048 0.354727 0.330606
3768 -0.447482 0.586406 0.724826
12239 1.20137 2.32273 -1.55365
7320 0.73314 1.3296 0.339641
511 -0.311233 2.17169 1.27774
12664 0.541939 -1.71994 1.26922
13920 -0.302457 1.78673 0.838675
15614 -4.54845 -2.68427 0.858617
6400 -1.21909 -0.353464 -0.0722808
8912 -3.49144 0.142055 -0.161355
4633 1.2849 2.33563 -0.809005
10373 1.85287 -0.803863 0.952209
1026 -1.15332 -1.69893 -0.99759
4100 -1.45593 4.38452 -0.929836
12447 -1.03325 1.41638 -2.75859
